# Source: KIC_10004519.npz
# kic_id: 10004519
# period: 9.80321143
# epoch: 363.98686
# quarters_used: 14
# original_points: 51301
# final_points: 2824
# processing_time: 1.6331813335418701
# folded: True
time,flux,flux_err
-4.642691,-0.59318376,0.00011713705
-4.638888,-0.84207964,8.903294e-05
-4.635633,-2.0764272,0.000108058615
-4.6322737,-0.3925952,7.8078476e-05
-4.6285195,1.6421432,9.594859e-05
-4.625106,0.44690815,0.00010401819
-4.6220136,-1.748666,0.00010453222
-4.618056,-1.9236993,9.61561e-05
-4.614746,1.8040073,7.098016e-05
-4.611701,-1.0234187,0.00010510161
-4.6079097,-1.8979541,9.983425e-05
-4.604361,-1.0749061,0.00010686363
-4.601169,0.08994544,8.960738e-05
-4.5973167,-1.422076,0.00011126461
-4.5938225,1.865168,7.702754e-05
-4.590641,-0.70871365,0.00010871928
-4.5867786,-2.7307665,9.65462e-05
-4.5835314,-0.9490467,0.00011242968
-4.5802083,3.3651066,8.5444495e-05
-4.5763855,1.2233227,7.157271e-05
-4.5730243,-0.8089603,9.137973e-05
-4.5697503,-0.5896185,7.498292e-05
-4.565998,3.4361098,6.217083e-05
-4.5628095,-0.1299704,0.000105715495
-4.55948,-1.1520755,9.894096e-05
-4.5559406,0.77704686,0.00012499244
-4.552084,-2.95605,6.737455e-05
-4.548759,1.0078658,8.855397e-05
-4.545311,-0.9042529,9.890702e-05
-4.541616,-1.9625192,7.77863e-05
-4.5383706,-0.67815083,0.00010069348
-4.5351825,0.36904263,8.090495e-05
-4.531479,-1.3047564,6.266502e-05
-4.5280814,-1.0717047,7.226749e-05
-4.5248733,2.3056703,9.068455e-05
-4.52073,-0.6251319,7.393713e-05
-4.516873,0.6436724,0.00011231201
-4.514315,-0.5244412,9.950812e-05
-4.510608,0.11917385,6.3564345e-05
-4.5072126,-1.1431664,0.00012292886
-4.5039797,1.8930007,9.571543e-05
-4.500163,-0.63656837,8.158747e-05
-4.4962177,0.7110413,9.995825e-05
-4.493346,-0.40853274,0.00010672611
-4.489841,-0.84401196,9.4742114e-05
-4.486099,0.7227093,9.378958e-05
-4.4829874,2.278306,9.360627e-05
-4.4794345,0.5508376,7.920745e-05
-4.4757094,-0.57000977,0.00011800084
-4.4724836,-2.1239164,9.343323e-05
-4.469072,1.3571687,8.0244565e-05
-4.465366,0.100183554,8.795238e-05
-4.462151,2.459276,0.00010618563
-4.458664,1.4637904,0.00010247627
-4.454805,1.3147708,8.209746e-05
-4.451456,-0.123859264,8.852751e-05
-4.448193,-0.5819114,0.00010913504
-4.444352,2.0147984,0.000104239596
-4.4412074,-0.15155855,0.00010607496
-4.4381104,1.0702877,9.8706536e-05
-4.434019,-0.29740876,0.00012599817
-4.4306517,-0.6178741,7.592184e-05
-4.4275002,0.7196193,9.3546616e-05
-4.4237647,-1.2964221,6.7871035e-05
-4.420488,0.30686346,0.00012849075
-4.4172,-0.91704065,7.372692e-05
-4.4132037,0.85882777,6.96953e-05
-4.409792,1.4599297,6.726317e-05
-4.406548,-2.2943528,6.642332e-05
-4.4029574,-1.40782,9.778397e-05
-4.3995185,0.5762726,0.00010851348
-4.396182,-1.1826385,7.601037e-05
-4.392474,1.330789,8.713384e-05
-4.388748,0.50870305,7.10711e-05
-4.3855567,0.0755621,8.131842e-05
-4.382012,-1.3070028,7.6558455e-05
-4.3786807,-0.8688257,7.785544e-05
-4.37548,1.5549468,0.00010209331
-4.3719,0.69807684,7.3166535e-05
-4.3682327,0.4393915,7.463981e-05
-4.364822,-1.9962165,9.175397e-05
-4.3614736,-0.9330087,9.459076e-05
-4.3576455,0.51894087,9.243001e-05
-4.3542924,-0.2893594,6.223679e-05
-4.351306,1.4310076,8.096032e-05
-4.3474555,-1.6540473,8.179908e-05
-4.3440013,1.5565712,0.00010159554
-4.3405156,-0.7110732,8.4509666e-05
-4.336836,1.2909695,8.8121626e-05
-4.332936,-2.931047,6.3117535e-05
-4.3302717,-3.4174347,8.0055965e-05
-4.326457,-0.49783453,8.479019e-05
-4.32281,-0.2514158,9.627566e-05
-4.3197556,-1.059071,7.668576e-05
-4.3160715,0.42402247,8.746796e-05
-4.3123517,-3.2655432,0.000115089024
-4.309441,-0.6167639,8.0535436e-05
-4.3058105,2.6993806,8.0529186e-05
-4.302244,-1.264959,6.425825e-05
-4.298826,0.47887155,7.660865e-05
-4.2953186,2.1394782,9.564744e-05
-4.2914605,-2.000152,7.957115e-05
-4.2884946,0.5853786,7.647478e-05
-4.285064,0.764031,0.00010325488
-4.2815266,-0.83607066,6.19379e-05
-4.2781286,0.9694045,9.040958e-05
-4.2746925,-0.69696116,6.4466854e-05
-4.2709103,-0.6460139,8.157569e-05
-4.267801,-1.1407162,8.134279e-05
-4.2642584,-0.020216184,8.541192e-05
-4.260512,-0.01038059,6.562449e-05
-4.2572846,1.4017959,9.965403e-05
-4.254209,-0.10490282,8.616438e-05
-4.250178,-1.0012342,9.8918455e-05
-4.246709,-0.7592556,7.657062e-05
-4.2433662,-1.7533277,9.4078954e-05
-4.2397375,-0.4860271,7.5856755e-05
-4.236504,1.8817323,0.000115886665
-4.2332497,-3.2171912,9.70811e-05
-4.2293096,1.1692888,9.6566655e-05
-4.225995,-0.75731647,0.00011387468
-4.2224607,-0.4352415,0.000101902886
-4.218778,-0.68191826,0.00011319217
-4.2152185,-2.52093,0.000107625194
-4.211975,1.2194334,6.0995593e-05
-4.208524,0.29260662,7.326418e-05
-4.2050204,-0.87978613,6.9550115e-05
-4.2015915,0.25089544,7.198671e-05
-4.1981473,1.7422063,8.094494e-05
-4.1944537,0.87996924,8.08586e-05
-4.1911764,1.6102195,8.360432e-05
-4.1878266,-1.5393118,8.3969324e-05
-4.184188,1.0001951,6.243557e-05
-4.180899,0.049101252,8.75964e-05
-4.177448,-0.18940406,8.024305e-05
-4.1735396,0.20568445,7.653583e-05
-4.1703033,2.7722588,6.9073656e-05
-4.1670246,-0.34926662,8.378778e-05
-4.1634216,-0.45432508,9.042386e-05
-4.159938,-3.09336,7.8107005e-05
-4.15673,-0.93961275,0.0001034915
-4.1528025,0.26622128,9.196601e-05
-4.149152,-0.6884417,7.037938e-05
-4.146092,-1.5499417,6.21741e-05
-4.1424356,0.39459053,6.799866e-05
-4.1389894,-1.2117302,0.00010121184
-4.135625,-2.0135796,7.0307666e-05
-4.1320844,1.3297472,7.407087e-05
-4.128312,-1.9465414,0.000115490344
-4.125184,1.9749154,7.56416e-05
-4.121682,0.05425231,0.0001056648
-4.1184893,-2.1631339,8.28676e-05
-4.11491,-3.2419882,0.000102437196
-4.1114,-0.82553256,0.00014127273
-4.1077266,-0.45313665,7.41473e-05
-4.1044903,0.4228598,7.867953e-05
-4.100936,0.98411816,5.8165024e-05
-4.097433,0.89556557,0.000106391904
-4.094172,1.5159492,8.628726e-05
-4.090525,1.2936395,0.00010526285
-4.0867834,1.8390422,7.4751784e-05
-4.0836296,1.7753003,6.5377484e-05
-4.0803676,-1.1539407,8.093087e-05
-4.0766087,-0.43677676,0.00010283695
-4.073143,0.4245498,8.716585e-05
-4.0699334,0.46716774,4.664561e-05
-4.065965,0.8824549,8.7708395e-05
-4.062788,2.9795136,9.8719e-05
-4.0593843,1.2355729,8.318468e-05
-4.0556808,1.6411489,8.1467006e-05
-4.052374,0.73306763,0.00011729447
-4.0492783,1.134075,0.00010058098
-4.045285,1.975771,7.5955904e-05
-4.041818,1.2533698,8.082226e-05
-4.0383277,-0.81866795,0.000107052525
-4.0348825,-0.18946803,0.00010896772
-4.031327,0.6896881,9.435496e-05
-4.02796,1.8837696,7.035855e-05
-4.0245337,0.7236816,8.797406e-05
-4.021046,0.5827857,0.00010708008
-4.017769,-1.1761167,8.485535e-05
-4.014266,-0.60561436,0.00011101404
-4.010628,1.7733556,6.695815e-05
-4.007196,-1.3934758,0.000107232634
-4.0038347,-0.08032014,7.9696045e-05
-4.0001245,-0.97901124,7.0141185e-05
-3.997011,0.5153634,9.314557e-05
-3.9935038,1.2685647,7.848226e-05
-3.9899642,-1.3226818,7.0841794e-05
-3.9864304,1.1401254,9.92316e-05
-3.9831946,1.5204917,7.074699e-05
-3.9793913,-1.5906384,5.0194983e-05
-3.9758315,0.55037457,9.824364e-05
-3.9726615,-0.019691432,5.8512738e-05
-3.968933,-0.9767759,0.00010367382
-3.9651384,0.94477206,0.00011932684
-3.9620752,-0.4587069,8.5134765e-05
-3.9584532,0.36961287,6.0574952e-05
-3.9550018,-2.1416855,7.6416705e-05
-3.9518325,0.39752764,6.159725e-05
-3.9481964,2.2330925,6.769693e-05
-3.9445133,-2.6677268,0.000101051126
-3.9412587,-0.52867544,7.412981e-05
-3.9377296,-1.4035826,0.00010067572
-3.9341505,3.6973217,8.730357e-05
-3.9307559,1.0377252,9.020868e-05
-3.9275131,0.97730666,9.990181e-05
-3.9239037,-1.1177279,9.5089534e-05
-3.9205961,0.7749839,8.870924e-05
-3.9169805,0.32523274,8.732062e-05
-3.9132295,1.1309311,9.487947e-05
-3.9100213,-2.4421632,8.992122e-05
-3.9067404,-1.8494402,9.1376605e-05
-3.9028137,0.008005776,9.7935066e-05
-3.8996105,0.43857387,0.00011830953
-3.8963442,-2.2956145,8.8817476e-05
-3.8926325,1.3898236,6.930577e-05
-3.8891883,1.3863918,7.210728e-05
-3.8857455,1.3276703,6.949899e-05
-3.8819516,0.86291075,7.140561e-05
-3.8787916,0.23468986,8.274502e-05
-3.8753302,-0.94203675,0.00011601431
-3.8716826,-0.26680094,8.022666e-05
-3.8682873,1.633185,8.8677036e-05
-3.8651085,-0.094247386,0.0001014954
-3.8613248,-1.1408397,7.8766745e-05
-3.8577797,2.4529712,8.602466e-05
-3.8545737,-0.061446708,8.929034e-05
-3.8509345,0.79018986,8.6113556e-05
-3.8474169,-1.3009818,0.00010749486
-3.844193,-0.37236297,0.000108369284
-3.8405743,-0.13234337,7.9286474e-05
-3.8369956,-1.9597263,8.2387414e-05
-3.833533,0.8137152,9.52505e-05
-3.8301775,-2.2227778,8.745878e-05
-3.8264465,-0.7980223,7.56605e-05
-3.8230336,0.19360249,8.376242e-05
-3.8199322,-0.36659667,9.7913085e-05
-3.8162217,-2.8555331,0.00010748249
-3.81289,-1.1061829,0.00012488326
-3.8094687,1.5727882,8.909778e-05
-3.8057098,-1.8085264,6.822324e-05
-3.8018727,1.5879285,9.071483e-05
-3.7991064,-1.8468937,8.188542e-05
-3.7955317,-1.1887376,7.2066105e-05
-3.7920163,-1.45032,5.207722e-05
-3.788759,1.3583847,5.155418e-05
-3.7849872,-0.8366037,8.844506e-05
-3.7812097,1.4009976,0.0001097775
-3.7782133,-0.69699204,6.968101e-05
-3.7746603,-3.0623894,8.725917e-05
-3.7710598,-1.1707125,6.700601e-05
-3.767808,-2.2542093,8.354988e-05
-3.7643147,0.6703537,8.665496e-05
-3.7605515,1.0420737,8.91378e-05
-3.7573733,0.25446066,8.258704e-05
-3.753857,-0.08899344,0.00014150076
-3.7504382,-1.515687,7.571604e-05
-3.7468529,3.8984988,7.365792e-05
-3.7434852,-0.02984307,8.2148275e-05
-3.7396023,-0.49147883,9.215187e-05
-3.7363448,1.6600194,9.8649936e-05
-3.7329617,-0.75291413,8.529349e-05
-3.729398,1.2941896,9.662298e-05
-3.7262008,0.68397266,0.00011633219
-3.7228377,0.2754456,8.766319e-05
-3.7189016,0.20896298,8.063912e-05
-3.7155094,-0.493985,5.8890804e-05
-3.7121735,2.9374428,8.821953e-05
-3.708673,-1.5552263,7.177746e-05
-3.7051835,-0.28788385,8.35991e-05
-3.7020772,0.7660041,6.423843e-05
-3.6980116,1.9984286,0.00011314603
-3.69485,-1.4665256,7.761767e-05
-3.6914413,2.429891,9.606803e-05
-3.6876976,1.7817208,9.4406794e-05
-3.6843274,0.8312933,0.00012089709
-3.68118,-0.34031495,9.09401e-05
-3.6772509,2.469446,7.2587274e-05
-3.6739185,-1.4877971,9.72815e-05
-3.6703796,0.8827102,8.174708e-05
-3.666878,0.5027353,7.728343e-05
-3.6636753,-2.6399639,0.00011339255
-3.6601274,-3.0026238,9.238826e-05
-3.6567285,-0.5541149,6.133471e-05
-3.6531239,1.4496555,6.889047e-05
-3.6496909,-1.9345263,9.659218e-05
-3.6460762,1.7115892,0.00012542715
-3.6424477,1.2009128,6.7373985e-05
-3.639131,-2.2939363,0.00013522593
-3.6361213,-1.11378,0.00010341557
-3.6322474,-3.4476807,7.8052726e-05
-3.6288967,2.3357973,6.819776e-05
-3.6253333,-0.6121571,8.656465e-05
-3.6214373,1.7147069,8.322306e-05
-3.6179698,-0.73304117,9.498749e-05
-3.615021,1.5155536,7.340776e-05
-3.6111722,1.8039455,5.9416623e-05
-3.6077154,0.73604417,7.046073e-05
-3.604508,0.20797381,8.529361e-05
-3.6008978,-2.2825513,0.00010116976
-3.5974445,-0.023488168,0.000113912836
-3.5940557,2.2881198,7.382307e-05
-3.5905864,1.9661763,8.51325e-05
-3.5870585,-1.7378805,8.252558e-05
-3.5836992,0.94352704,9.249326e-05
-3.58018,1.3468698,7.9621524e-05
-3.5765667,0.61575246,0.00010371272
-3.573496,0.06796274,0.000102347694
-3.5698223,-1.9376192,7.672923e-05
-3.5663276,-0.70318764,5.8768797e-05
-3.56295,0.10623878,9.678368e-05
-3.5593069,-0.263819,0.00012355464
-3.555724,-0.20057216,9.004984e-05
-3.5524566,0.77847826,9.843561e-05
-3.5492156,-2.5158753,7.662717e-05
-3.5452847,-0.56760466,6.032572e-05
-3.5421374,0.36698437,4.882212e-05
-3.5389383,-3.1579251,9.98186e-05
-3.535014,0.7093155,8.368748e-05
-3.5317192,1.9235659,8.925741e-05
-3.5282974,0.7115558,0.00011272371
-3.524659,-0.33356816,7.529939e-05
-3.5211568,1.419827,0.00010601952
-3.5177543,-0.5681191,9.37556e-05
-3.513954,-2.2537198,6.832654e-05
-3.5106688,-0.45156604,0.00010444529
-3.5073724,-0.2565751,0.000104621024
-3.5036068,-1.1184914,9.7686636e-05
-3.5000036,-0.7973509,7.557985e-05
-3.4969726,0.12578838,0.00011148863
-3.4933589,-0.5448911,8.168995e-05
-3.4898558,-0.8735557,8.721288e-05
-3.4865284,-0.020663768,8.629662e-05
-3.4829757,-1.7738657,8.216934e-05
-3.4793537,-0.34926662,8.572908e-05
-3.4758987,1.1135095,8.3051724e-05
-3.472639,-1.7009338,8.978492e-05
-3.4690325,-1.6953946,8.067799e-05
-3.4655955,1.6721094,0.00011089279
-3.4623609,1.0161178,8.5026404e-05
-3.458544,0.24242224,6.434593e-05
-3.455122,0.5189203,8.540386e-05
-3.451876,-0.66070837,8.048522e-05
-3.4481518,0.7850265,8.008551e-05
-3.4446914,-2.3050485,9.650839e-05
-3.4414408,-0.39578617,8.727166e-05
-3.4377103,-2.182766,8.739478e-05
-3.4339066,-1.6279199,8.697484e-05
-3.4310975,0.13995667,8.268675e-05
-3.4273643,1.362737,7.9877405e-05
-3.4239051,0.084406264,8.065364e-05
-3.4205096,1.9561172,7.284787e-05
-3.4169075,0.1363716,7.9761616e-05
-3.4133291,-0.05530898,0.00010347889
-3.410055,-1.597475,7.831024e-05
-3.406404,-0.04737982,0.0001367085
-3.4031246,-1.2000338,7.980633e-05
-3.3997424,-2.792583,8.286821e-05
-3.3962605,4.114142,8.7218796e-05
-3.3927076,0.17978768,0.00010776521
-3.3892372,0.8558111,9.338508e-05
-3.3857396,-0.7458403,8.4414896e-05
-3.3822975,2.1975818,7.06128e-05
-3.3789585,-0.9853279,0.00011540252
-3.3754172,0.8779742,0.000105352505
-3.3715866,-0.4550781,6.9050075e-05
-3.3684604,1.0602219,8.644765e-05
-3.3650079,1.2779369,9.589819e-05
-3.361364,-0.48702505,7.0558184e-05
-3.357965,0.5206257,0.0001029257
-3.35474,0.4147107,0.00010309019
-3.3510697,-1.156988,9.552966e-05
-3.3475127,-0.15335916,8.1380196e-05
-3.3439193,-0.32976848,9.682349e-05
-3.340472,0.5440981,8.726733e-05
-3.3371956,0.18320242,0.000113797505
-3.3339198,0.05618967,0.00010513359
-3.3300824,-1.2259253,6.679653e-05
-3.3265252,2.2075725,0.000111825095
-3.3231814,1.6987659,7.4450276e-05
-3.3195968,-3.6683326,6.793111e-05
-3.316232,-1.5876302,8.7286164e-05
-3.3127863,2.789223,9.172175e-05
-3.3093264,1.3228405,6.6840534e-05
-3.3058681,-0.63716,0.00010031693
-3.3024569,-0.58228576,6.6462395e-05
-3.2990735,-0.71103686,5.8505822e-05
-3.295648,0.23129441,9.0399146e-05
-3.2919686,-3.9631464,0.00010262729
-3.288775,-0.1521759,6.644666e-05
-3.2850173,-1.2373787,6.500382e-05
-3.2816086,0.051416334,8.210704e-05
-3.278398,-0.116883755,0.00010679687
-3.2745,-0.7006962,8.6814805e-05
-3.270957,-0.34064737,9.569944e-05
-3.2680361,-1.8773601,9.9059864e-05
-3.2642581,-1.749583,6.7544315e-05
-3.2608037,-2.0876954,0.00010070253
-3.2574306,0.6965849,8.3723404e-05
-3.2536855,-1.1628598,0.00011027066
-3.2499833,1.8526086,5.1833187e-05
-3.2469354,0.16107023,9.601382e-05
-3.2433114,-0.53271866,8.696633e-05
-3.2398193,2.8643255,9.261986e-05
-3.2364812,0.6384208,8.443479e-05
-3.2330918,-0.09406278,4.7622703e-05
-3.2292645,0.12717742,6.636162e-05
-3.2259345,1.9296521,7.071598e-05
-3.2225552,0.22546922,0.00011937837
-3.219036,-2.3243268,7.8290475e-05
-3.2155523,-0.37941414,0.00010674142
-3.2123182,0.76177466,0.000101968544
-3.2086432,0.48801354,9.569401e-05
-3.2052557,-0.8846989,6.823935e-05
-3.2017298,2.8877552,5.861958e-05
-3.1981232,-1.7000122,9.3722585e-05
-3.1947658,-1.4135102,7.961673e-05
-3.191506,-0.32142773,8.212487e-05
-3.1876395,-2.8326302,7.303774e-05
-3.1844404,1.031333,8.280273e-05
-3.181133,-0.5477618,9.824973e-05
-3.1774933,2.8254673,9.641978e-05
-3.174012,-0.82105327,6.8073015e-05
-3.1707036,-0.49002364,6.728596e-05
-3.166824,-0.49886727,9.202432e-05
-3.1635983,2.1235063,0.00010458734
-3.1600695,1.3720231,8.6954904e-05
-3.1564991,-3.1853974,0.000100106394
-3.1531196,-1.1437413,9.4864e-05
-3.1499624,-2.3518405,0.000105798674
-3.146086,1.2191689,7.46795e-05
-3.1426616,0.49952444,0.00010602159
-3.1393952,1.1461886,8.8192595e-05
-3.1357815,0.80811137,9.836636e-05
-3.1323657,-3.4819787,7.576498e-05
-3.1289687,1.5879402,9.785701e-05
-3.1254556,2.3900483,8.044252e-05
-3.1218712,-1.1071144,6.114671e-05
-3.118328,0.6976955,8.268688e-05
-3.1150222,0.6482345,8.526108e-05
-3.1111708,-3.4941237,9.015986e-05
-3.1078677,0.57114416,0.00012391692
-3.1047397,0.028847324,9.949674e-05
-3.100927,-0.81510335,6.0093607e-05
-3.0976484,1.3914905,9.1381e-05
-3.0944269,0.35755387,9.266618e-05
-3.0904832,0.6227209,6.353169e-05
-3.0866952,0.15866254,0.000107367494
-3.0839396,1.3578446,6.434497e-05
-3.0803008,-0.47954485,6.781902e-05
-3.076854,2.2118142,8.424025e-05
-3.07355,-0.46491787,9.769021e-05
-3.0698414,-1.8704666,7.3933195e-05
-3.0660768,-0.5656497,0.000103988525
-3.062786,-1.3612819,6.681714e-05
-3.059277,0.18658245,7.8961995e-05
-3.0556042,1.0444132,9.7167045e-05
-3.0525792,2.1311374,9.626585e-05
-3.049128,1.3688517,9.4471805e-05
-3.0454147,-0.9189313,6.253962e-05
-3.0420156,-0.2812763,0.00010115859
-3.038562,0.19860381,8.979898e-05
-3.0348675,0.92372024,0.00011065344
-3.0315623,0.06825856,0.00010343044
-3.0282452,1.2075802,9.639757e-05
-3.0245652,0.2689336,8.880862e-05
-3.0212936,-4.0763183,8.8786284e-05
-3.017854,2.1867676,9.249039e-05
-3.0141606,-1.5123128,9.166933e-05
-3.010968,-1.5959057,7.18295e-05
-3.0076065,0.75728506,8.369304e-05
-3.003821,0.57544357,8.2396495e-05
-3.0002928,-1.920224,0.00010951906
-2.9970028,-2.3366218,8.701625e-05
-2.9933,1.9623178,9.1406175e-05
-2.9902208,0.47668877,8.6523694e-05
-2.986695,0.84017146,6.328867e-05
-2.9828987,0.65835,8.7253604e-05
-2.9794989,0.91534734,9.857862e-05
-2.9762874,1.988967,5.678418e-05
-2.972558,1.5689379,7.503178e-05
-2.9691544,-0.18548222,0.00010918143
-2.9659262,0.07237088,0.00010433815
-2.9620538,1.1522446,8.236633e-05
-2.9584908,-0.96507865,7.928384e-05
-2.9552472,0.47156912,9.172561e-05
-2.9517887,0.86710876,6.4943364e-05
-2.948412,-0.77502394,9.691281e-05
-2.9448826,0.1114863,0.000109279295
-2.9414775,0.14719607,8.236818e-05
-2.9379537,-1.3319641,9.930414e-05
-2.9345114,-1.3533437,9.4154435e-05
-2.9310768,0.24005057,8.449607e-05
-2.9272668,0.699327,8.096936e-05
-2.9239955,-2.3426597,7.430931e-05
-2.9207637,-0.4200838,8.116962e-05
-2.917015,-0.19823903,6.749902e-05
-2.9135714,-1.0997007,7.780084e-05
-2.9102807,0.76743186,8.216457e-05
-2.9065413,0.48297256,9.330692e-05
-2.902695,-0.9456981,0.00011081985
-2.8996449,0.11189787,0.000114816845
-2.896083,-0.86397266,7.544604e-05
-2.8925385,0.056880612,8.962749e-05
-2.889261,0.8339313,7.579628e-05
-2.88582,1.0784707,0.000115177965
-2.8821788,-0.3821408,6.640669e-05
-2.8792238,-0.7533439,0.00010801514
-2.8753738,0.00068129576,8.454492e-05
-2.8719225,-1.9696296,6.875164e-05
-2.868355,-0.25270194,9.097254e-05
-2.865105,0.05491597,0.00010790923
-2.861315,-1.4669886,8.1985505e-05
-2.8579717,-1.7629664,9.315356e-05
-2.854541,-2.5961537,7.014169e-05
-2.851111,-0.6913697,6.532435e-05
-2.847439,-0.43845516,0.00010110899
-2.8442986,-2.5922823,6.728799e-05
-2.840346,1.1666033,9.263653e-05
-2.8370976,1.1624824,8.776626e-05
-2.83383,-2.51209,0.00011321622
-2.8302448,2.363964,8.7357614e-05
-2.8268309,0.8750204,0.0001111841
-2.823572,-0.031306535,0.00011825677
-2.8198757,0.24629895,7.424388e-05
-2.8164415,-1.5458171,8.47293e-05
-2.8131754,-3.3451786,6.862035e-05
-2.8094664,0.42731503,9.356047e-05
-2.8059945,0.23337163,8.101835e-05
-2.8026438,3.7663658,6.261093e-05
-2.7988935,-1.2706232,0.00010518949
-2.7954512,-2.468725,7.478619e-05
-2.7922213,-1.5692226,9.312666e-05
-2.7887084,-1.3870411,0.00010217022
-2.7849581,1.3851447,8.891917e-05
-2.7816632,-0.007233564,9.947238e-05
-2.7782502,-0.06482823,9.952387e-05
-2.774554,-1.8219516,9.1140086e-05
-2.771234,-0.844185,6.143719e-05
-2.7676818,-2.6406198,7.491168e-05
-2.764158,0.4047193,6.241393e-05
-2.7608829,-2.2281218,8.857425e-05
-2.7573776,-0.68285644,0.00012898313
-2.7537408,-0.90349746,9.628175e-05
-2.750361,-2.55201,7.251446e-05
-2.7470942,0.18020643,7.581718e-05
-2.7434409,-0.73820055,9.955979e-05
-2.7400112,-0.3466208,7.182179e-05
-2.736688,-0.5916227,8.360482e-05
-2.7328694,0.06920774,9.1294474e-05
-2.7295942,2.8591912,7.730338e-05
-2.726301,2.5335324,9.2803435e-05
-2.7225165,-0.3261599,8.4600586e-05
-2.7188127,-0.45291618,0.000108779524
-2.7157435,0.25644723,9.062017e-05
-2.7120883,1.837612,8.367232e-05
-2.7085462,0.88729626,0.00011481163
-2.7053385,0.07639994,7.296005e-05
-2.7018511,0.72242606,8.262416e-05
-2.6981018,-2.032054,7.687331e-05
-2.6948826,1.5489689,9.71191e-05
-2.6913774,-0.95058894,9.3340124e-05
-2.6879377,-0.6510145,0.00011164683
-2.6844792,2.6391451,6.542259e-05
-2.6810174,0.62571394,9.9284094e-05
-2.677357,-0.5586963,9.6823904e-05
-2.673902,1.2746543,7.9541416e-05
-2.670576,0.43693548,9.8340264e-05
-2.667095,-1.6631813,7.807601e-05
-2.6636147,1.4295107,5.9321417e-05
-2.6602886,-2.2976918,9.8022916e-05
-2.656441,0.56043905,0.00011299761
-2.6531913,1.2686869,6.4306616e-05
-2.649929,-0.39318007,0.0001027334
-2.6462934,0.50008214,7.917706e-05
-2.6427026,-0.62806046,7.2773415e-05
-2.639696,0.8518562,9.514853e-05
-2.6357625,-0.2360701,8.46281e-05
